"Easting","Northing","richness"
390000,110000,72
390000,120000,79
390000,130000,88
390000,140000,83
390000,150000,84
390000,160000,82
390000,170000,75
390000,180000,81
390000,190000,75
400000,100000,96
400000,110000,104
400000,120000,81
400000,130000,91
400000,140000,72
400000,150000,79
400000,160000,76
400000,170000,83
400000,180000,86
400000,190000,95
410000,100000,113
410000,110000,110
410000,120000,93
410000,130000,90
410000,140000,87
410000,150000,86
410000,160000,81
410000,170000,90
410000,180000,92
410000,190000,85
420000,100000,99
420000,110000,98
420000,120000,91
420000,130000,85
420000,140000,81
420000,150000,69
420000,160000,97
420000,170000,92
420000,180000,87
420000,190000,81
430000,100000,108
430000,110000,109
430000,120000,105
430000,130000,95
430000,140000,96
430000,150000,80
430000,160000,106
430000,170000,92
430000,180000,79
430000,190000,78
440000,100000,109
440000,110000,97
440000,120000,98
440000,130000,92
440000,140000,96
440000,150000,85
440000,160000,102
440000,170000,97
440000,180000,77
440000,190000,76
450000,100000,108
450000,110000,88
450000,120000,88
450000,130000,93
450000,140000,83
450000,150000,94
450000,160000,115
450000,170000,93
450000,180000,96
450000,190000,90
460000,100000,99
460000,110000,91
460000,120000,98
460000,130000,88
460000,140000,75
460000,150000,90
460000,160000,108
460000,170000,103
460000,180000,65
460000,190000,75
470000,100000,110
470000,110000,83
470000,120000,93
470000,130000,100
470000,140000,87
470000,150000,101
470000,160000,105
470000,170000,106
470000,180000,81
470000,190000,84
480000,100000,93
480000,110000,85
480000,120000,96
480000,130000,96
480000,140000,103
480000,150000,97
480000,160000,112
480000,170000,94
480000,180000,98
480000,190000,78
490000,100000,83
490000,110000,91
490000,120000,80
490000,130000,94
490000,140000,105
490000,150000,79
490000,160000,98
490000,170000,106
490000,180000,89
490000,190000,84
140000,30000,59
150000,30000,73
160000,20000,68
160000,30000,58
160000,40000,61
170000,20000,72
170000,30000,72
170000,40000,65
170000,50000,62
180000,30000,67
180000,40000,70
180000,50000,61
180000,60000,69
190000,40000,47
190000,50000,65
190000,60000,50
190000,70000,52
200000,50000,77
200000,60000,70
200000,70000,53
200000,80000,58
210000,50000,67
210000,60000,67
210000,70000,85
210000,80000,68
210000,90000,57
220000,50000,62
220000,60000,50
220000,70000,65
220000,80000,65
220000,90000,49
230000,50000,74
230000,60000,70
230000,70000,72
230000,80000,54
230000,90000,66
240000,50000,63
240000,60000,73
240000,70000,70
240000,80000,65
240000,90000,61
250000,50000,64
250000,60000,77
250000,70000,62
250000,80000,60
250000,90000,77
260000,40000,88
260000,50000,73
260000,60000,68
260000,70000,64
260000,80000,69
260000,90000,81
270000,40000,74
270000,50000,59
270000,60000,66
270000,70000,82
270000,80000,76
270000,90000,67
280000,50000,69
280000,60000,73
280000,70000,89
280000,80000,81
280000,90000,69
290000,70000,93
290000,80000,88
290000,90000,89
300000,80000,88
300000,90000,86
310000,90000,77
320000,90000,69
330000,90000,75
340000,90000,77
350000,80000,95
350000,90000,84
360000,80000,100
360000,90000,79
370000,80000,88
370000,90000,81
380000,80000,77
380000,90000,97
390000,80000,90
390000,90000,97
400000,90000,90
410000,90000,116
420000,90000,104
430000,90000,108
440000,80000,87
450000,80000,82
480000,90000,75
500000,400000,77
500000,410000,68
500000,420000,86
500000,430000,71
500000,440000,97
500000,450000,86
500000,460000,77
500000,470000,73
500000,480000,75
510000,400000,74
510000,410000,80
510000,420000,59
510000,430000,78
510000,440000,93
510000,450000,72
510000,460000,89
510000,470000,81
520000,400000,75
520000,420000,83
520000,430000,71
530000,420000,64
500000,300000,103
500000,310000,86
500000,320000,86
500000,330000,53
500000,340000,75
500000,350000,73
500000,360000,83
500000,370000,67
500000,380000,52
500000,390000,85
510000,300000,101
510000,310000,96
510000,320000,66
510000,330000,49
510000,340000,87
510000,350000,77
510000,360000,88
510000,370000,76
510000,380000,65
510000,390000,73
520000,300000,78
520000,310000,81
520000,320000,83
520000,330000,47
520000,340000,55
520000,350000,79
520000,360000,85
520000,370000,68
520000,380000,69
520000,390000,61
530000,300000,85
530000,310000,48
530000,320000,62
530000,330000,75
530000,340000,73
530000,350000,65
530000,360000,74
530000,370000,70
530000,380000,69
530000,390000,79
540000,300000,64
540000,310000,77
540000,320000,63
540000,350000,56
540000,360000,56
540000,370000,78
540000,380000,72
540000,390000,80
550000,300000,77
550000,310000,67
550000,320000,85
550000,360000,61
550000,370000,65
560000,300000,86
560000,310000,102
560000,320000,119
570000,300000,100
570000,310000,102
570000,320000,89
570000,330000,80
570000,340000,118
580000,300000,98
580000,310000,98
580000,320000,93
580000,330000,82
580000,340000,108
590000,300000,73
590000,310000,80
590000,320000,104
590000,330000,89
590000,340000,89
600000,300000,75
600000,310000,90
600000,320000,84
600000,330000,79
600000,340000,108
610000,300000,92
610000,310000,83
610000,320000,70
610000,330000,82
620000,300000,69
620000,310000,89
620000,320000,91
620000,330000,79
630000,300000,111
630000,310000,105
630000,320000,103
640000,300000,107
640000,310000,101
640000,320000,104
500000,200000,85
500000,210000,83
500000,220000,97
500000,230000,99
500000,240000,98
500000,250000,91
500000,260000,86
500000,270000,73
500000,280000,102
500000,290000,99
510000,200000,100
510000,210000,98
510000,220000,89
510000,230000,89
510000,240000,95
510000,250000,109
510000,260000,86
510000,270000,67
510000,280000,83
510000,290000,110
520000,200000,93
520000,210000,102
520000,220000,97
520000,230000,81
520000,240000,88
520000,250000,79
520000,260000,95
520000,270000,78
520000,280000,96
520000,290000,102
530000,200000,101
530000,210000,105
530000,220000,86
530000,230000,74
530000,240000,80
530000,250000,74
530000,260000,72
530000,270000,93
530000,280000,63
530000,290000,89
540000,200000,73
540000,210000,89
540000,220000,79
540000,230000,70
540000,240000,89
540000,250000,80
540000,260000,84
540000,270000,77
540000,280000,99
540000,290000,73
550000,200000,82
550000,210000,76
550000,220000,87
550000,230000,82
550000,240000,70
550000,250000,74
550000,260000,95
550000,270000,95
550000,280000,87
550000,290000,84
560000,200000,86
560000,210000,78
560000,220000,65
560000,230000,66
560000,240000,68
560000,250000,77
560000,260000,78
560000,270000,79
560000,280000,80
560000,290000,88
570000,200000,91
570000,210000,88
570000,220000,81
570000,230000,59
570000,240000,86
570000,250000,82
570000,260000,84
570000,270000,116
570000,280000,114
570000,290000,81
580000,200000,79
580000,210000,95
580000,220000,83
580000,230000,82
580000,240000,88
580000,250000,64
580000,260000,93
580000,270000,125
580000,280000,101
580000,290000,114
590000,200000,74
590000,210000,97
590000,220000,102
590000,230000,81
590000,240000,83
590000,250000,73
590000,260000,86
590000,270000,109
590000,280000,97
590000,290000,100
600000,210000,98
600000,220000,98
600000,230000,88
600000,240000,83
600000,250000,84
600000,260000,72
600000,270000,80
600000,280000,76
600000,290000,73
610000,210000,103
610000,220000,92
610000,230000,93
610000,240000,90
610000,250000,82
610000,260000,61
610000,270000,77
610000,280000,76
610000,290000,62
620000,230000,101
620000,240000,97
620000,250000,79
620000,260000,77
620000,270000,72
620000,280000,96
620000,290000,85
630000,240000,101
630000,250000,99
630000,260000,74
630000,270000,72
630000,280000,86
630000,290000,92
640000,250000,106
640000,260000,117
640000,270000,114
640000,280000,79
640000,290000,94
500000,100000,98
500000,110000,97
500000,120000,84
500000,130000,79
500000,140000,90
500000,150000,87
500000,160000,103
500000,170000,99
500000,180000,97
500000,190000,97
510000,100000,81
510000,110000,82
510000,120000,78
510000,130000,87
510000,140000,87
510000,150000,84
510000,160000,100
510000,170000,85
510000,180000,66
510000,190000,95
520000,100000,68
520000,110000,72
520000,120000,81
520000,130000,91
520000,140000,81
520000,150000,86
520000,160000,83
520000,170000,83
520000,180000,68
520000,190000,89
530000,100000,69
530000,110000,72
530000,120000,81
530000,130000,90
530000,140000,80
530000,150000,85
530000,160000,78
530000,170000,66
530000,180000,76
530000,190000,92
540000,100000,100
540000,110000,87
540000,120000,83
540000,130000,89
540000,140000,85
540000,150000,86
540000,160000,89
540000,170000,80
540000,180000,80
540000,190000,109
550000,100000,83
550000,110000,75
550000,120000,72
550000,130000,88
550000,140000,87
550000,150000,103
550000,160000,90
550000,170000,99
550000,180000,111
550000,190000,96
560000,100000,76
560000,110000,83
560000,120000,83
560000,130000,94
560000,140000,95
560000,150000,90
560000,160000,94
560000,170000,98
560000,180000,91
560000,190000,67
570000,110000,81
570000,120000,90
570000,130000,90
570000,140000,82
570000,150000,89
570000,160000,102
570000,170000,114
570000,180000,93
570000,190000,90
580000,110000,106
580000,120000,78
580000,130000,77
580000,140000,83
580000,150000,86
580000,160000,103
580000,170000,92
580000,180000,64
580000,190000,85
590000,120000,98
590000,130000,90
590000,140000,78
590000,150000,75
590000,160000,106
590000,190000,69
600000,120000,70
600000,130000,86
600000,140000,97
600000,150000,98
600000,160000,115
610000,130000,85
610000,140000,75
610000,150000,90
610000,160000,105
620000,140000,79
620000,150000,97
620000,160000,104
630000,140000,83
630000,150000,102
630000,160000,95
