"","rep","temperature","species","times","abundance","pH"
"551","R2",20,"S2",6,1796.19030542652,7
"552","R3",20,"S2",6,248.164553539871,7
"553","R1",22,"S2",6,925.756325107674,7.2
"554","R2",22,"S2",6,665.242355720696,7.2
"555","R3",22,"S2",6,130.263726719049,7.2
"556","R1",24,"S2",6,310.317180020778,7.4
"557","R2",24,"S2",6,792.166686029229,7.4
"558","R3",24,"S2",6,147.200104456453,7.4
"559","R1",26,"S2",6,318.408598050974,7.6
"560","R2",26,"S2",6,2532.91007283917,7.6
"561","R3",26,"S2",6,749.724822466759,7.6
"562","R1",6,"S3",6,1267.87855068863,5.6
"563","R2",6,"S3",6,172.067611097791,5.6
"564","R3",6,"S3",6,146.971244553126,5.6
"565","R1",8,"S3",6,2515.41560714419,5.8
"566","R2",8,"S3",6,1513.26530675748,5.8
"567","R3",8,"S3",6,10460.7515687763,5.8
"568","R1",10,"S3",6,2660.00211533141,6
"569","R2",10,"S3",6,1224.00798096935,6
"570","R3",10,"S3",6,3434.33237473525,6
"571","R1",12,"S3",6,20966.0371910491,6.2
"572","R2",12,"S3",6,4849.95475913512,6.2
"573","R3",12,"S3",6,11293.4775937658,6.2
"574","R1",14,"S3",6,37998.0959956381,6.4
"575","R2",14,"S3",6,118514.090626158,6.4
"576","R3",14,"S3",6,63559.7038048956,6.4
"577","R1",16,"S3",6,111399.624564719,6.6
"578","R2",16,"S3",6,230907.709114157,6.6
"579","R3",16,"S3",6,920581.919230169,6.6
"580","R1",18,"S3",6,1979140.18461133,6.8
"581","R2",18,"S3",6,1403832.85549843,6.8
"582","R3",18,"S3",6,294452.592122149,6.8
"583","R1",20,"S3",6,19329476.0423213,7
"584","R2",20,"S3",6,1189674.53471069,7
"585","R3",20,"S3",6,2983495.56527405,7
"586","R1",22,"S3",6,3755082.62350181,7.2
"587","R2",22,"S3",6,6125758.65582906,7.2
"588","R3",22,"S3",6,12667796.9026717,7.2
"589","R1",24,"S3",6,49620454.2771794,7.4
"590","R2",24,"S3",6,60528190.7316225,7.4
"591","R3",24,"S3",6,98149299.0827305,7.4
"592","R1",26,"S3",6,101068928.535972,7.6
"593","R2",26,"S3",6,126603139.02221,7.6
"594","R3",26,"S3",6,772017422.388997,7.6
"595","R1",6,"S1",7,4.35536965866423,5.6
"596","R2",6,"S1",7,4.24009058636331,5.6
"597","R3",6,"S1",7,6.28123451490814,5.6
"598","R1",8,"S1",7,6.6740978423587,5.8
"599","R2",8,"S1",7,10.7523404979759,5.8
"600","R3",8,"S1",7,18.0913737970036,5.8
"601","R1",10,"S1",7,1.96187860258343,6
"602","R2",10,"S1",7,3.72570560245959,6
"603","R3",10,"S1",7,11.3157759465445,6
"604","R1",12,"S1",7,5.56910610774468,6.2
"605","R2",12,"S1",7,4.35880610621982,6.2
"606","R3",12,"S1",7,4.0849474881929,6.2
"607","R1",14,"S1",7,16.4083814157187,6.4
"608","R2",14,"S1",7,8.26705497412178,6.4
"609","R3",14,"S1",7,2.7032675084027,6.4
"610","R1",16,"S1",7,37.5950016081708,6.6
"611","R2",16,"S1",7,7.34513612236873,6.6
"612","R3",16,"S1",7,106.345419742503,6.6
"613","R1",18,"S1",7,13.6428559907015,6.8
"614","R2",18,"S1",7,140.376113373771,6.8
"615","R3",18,"S1",7,24.2649138451127,6.8
"616","R1",20,"S1",7,1.39900121549987,7
"617","R2",20,"S1",7,6.75485012128698,7
"618","R3",20,"S1",7,68.242678614507,7
"619","R1",22,"S1",7,56.6165975245716,7.2
"620","R2",22,"S1",7,64.561964671285,7.2
"621","R3",22,"S1",7,58.0360174362525,7.2
"622","R1",24,"S1",7,37.9557570570257,7.4
"623","R2",24,"S1",7,36.0303647797662,7.4
"624","R3",24,"S1",7,12.3557762193266,7.4
"625","R1",26,"S1",7,17.1323079901843,7.6
"626","R2",26,"S1",7,11.5111443958752,7.6
"627","R3",26,"S1",7,21.7794986018626,7.6
"628","R1",6,"S2",7,7.14522981769571,5.6
"629","R2",6,"S2",7,8.34211910737299,5.6
"630","R3",6,"S2",7,11.6187010068,5.6
"631","R1",8,"S2",7,32.5219844800214,5.8
"632","R2",8,"S2",7,96.0112354958472,5.8
"633","R3",8,"S2",7,7.79321556954668,5.8
"634","R1",10,"S2",7,14.7992629594868,6
"635","R2",10,"S2",7,134.210223627647,6
"636","R3",10,"S2",7,9.43869346655225,6
"637","R1",12,"S2",7,4.48131198335667,6.2
"638","R2",12,"S2",7,90.618987978859,6.2
"639","R3",12,"S2",7,67.9731790530804,6.2
"640","R1",14,"S2",7,97.1546834131881,6.4
"641","R2",14,"S2",7,99.8426654731573,6.4
"642","R3",14,"S2",7,792.910693268706,6.4
"643","R1",16,"S2",7,89.2825132989116,6.6
"644","R2",16,"S2",7,71.8441776096524,6.6
"645","R3",16,"S2",7,162.328182891138,6.6
"646","R1",18,"S2",7,42.0400513141628,6.8
"647","R2",18,"S2",7,239.990370360861,6.8
"648","R3",18,"S2",7,34.2581112343057,6.8
"649","R1",20,"S2",7,183.227579723144,7
"650","R2",20,"S2",7,106.050754271526,7
"651","R3",20,"S2",7,188.140780421825,7
"652","R1",22,"S2",7,105.348607097679,7.2
"653","R2",22,"S2",7,414.553295307566,7.2
"654","R3",22,"S2",7,129.889530004567,7.2
"655","R1",24,"S2",7,161.676603257468,7.4
"656","R2",24,"S2",7,133.823099446233,7.4
"657","R3",24,"S2",7,306.150042691932,7.4
"658","R1",26,"S2",7,1687.9821285884,7.6
"659","R2",26,"S2",7,484.008561429888,7.6
"660","R3",26,"S2",7,2063.72432298102,7.6
"661","R1",6,"S3",7,150.426421380679,5.6
"662","R2",6,"S3",7,200.888062115257,5.6
"663","R3",6,"S3",7,134.805353295148,5.6
"664","R1",8,"S3",7,426.135861037491,5.8
"665","R2",8,"S3",7,4012.4457451497,5.8
"666","R3",8,"S3",7,149.145638440897,5.8
"667","R1",10,"S3",7,1359.97466044434,6
"668","R2",10,"S3",7,1911.17694552855,6
"669","R3",10,"S3",7,10370.7288471928,6
"670","R1",12,"S3",7,48433.9518150585,6.2
"671","R2",12,"S3",7,28039.3887332493,6.2
"672","R3",12,"S3",7,49937.6068187745,6.2
"673","R1",14,"S3",7,92135.6687269686,6.4
"674","R2",14,"S3",7,53506.3714585594,6.4
"675","R3",14,"S3",7,219812.8923549,6.4
"676","R1",16,"S3",7,629382.640685598,6.6
"677","R2",16,"S3",7,587983.374484345,6.6
"678","R3",16,"S3",7,133716.258277791,6.6
"679","R1",18,"S3",7,434011.847266504,6.8
"680","R2",18,"S3",7,789801.26309007,6.8
"681","R3",18,"S3",7,683750.154590226,6.8
"682","R1",20,"S3",7,10530890.3782197,7
"683","R2",20,"S3",7,3323780.72215036,7
"684","R3",20,"S3",7,14452636.2049919,7
"685","R1",22,"S3",7,34258076.0805864,7.2
"686","R2",22,"S3",7,23115720.4134123,7.2
"687","R3",22,"S3",7,10184975.2445318,7.2
"688","R1",24,"S3",7,34140742.8156157,7.4
"689","R2",24,"S3",7,53619736.9715226,7.4
"690","R3",24,"S3",7,43558013.4835634,7.4
"691","R1",26,"S3",7,18686510.4731334,7.6
"692","R2",26,"S3",7,56196664.5495082,7.6
"693","R3",26,"S3",7,77041928.6798515,7.6
"694","R1",6,"S1",8,6.50079165595357,5.6
"695","R2",6,"S1",8,0.886003303533983,5.6
"696","R3",6,"S1",8,1.84856364668656,5.6
"697","R1",8,"S1",8,2.65052099237323,5.8
"698","R2",8,"S1",8,6.25805789278424,5.8
"699","R3",8,"S1",8,8.07867633631866,5.8
"700","R1",10,"S1",8,21.2924614507653,6
"701","R2",10,"S1",8,9.64459682717227,6
"702","R3",10,"S1",8,30.044371566281,6
"703","R1",12,"S1",8,6.978613102904,6.2
"704","R2",12,"S1",8,26.2077363009361,6.2
"705","R3",12,"S1",8,1.88219090168468,6.2
"706","R1",14,"S1",8,13.0125658571483,6.4
"707","R2",14,"S1",8,82.3028466899436,6.4
"708","R3",14,"S1",8,42.6069418142371,6.4
"709","R1",16,"S1",8,11.8709066797817,6.6
"710","R2",16,"S1",8,177.642017954741,6.6
"711","R3",16,"S1",8,13.9472870316595,6.6
"712","R1",18,"S1",8,13.0414484118113,6.8
"713","R2",18,"S1",8,23.340029856464,6.8
"714","R3",18,"S1",8,49.4409361485998,6.8
"715","R1",20,"S1",8,75.132089895319,7
"716","R2",20,"S1",8,117.825814234479,7
"717","R3",20,"S1",8,6.92527066830201,7
"718","R1",22,"S1",8,20.5690618978759,7.2
"719","R2",22,"S1",8,47.7065800102316,7.2
"720","R3",22,"S1",8,25.1745654847354,7.2
"721","R1",24,"S1",8,23.5456582362523,7.4
"722","R2",24,"S1",8,67.3206945331977,7.4
"723","R3",24,"S1",8,13.6345240406362,7.4
"724","R1",26,"S1",8,262.606608870243,7.6
"725","R2",26,"S1",8,63.7822672917199,7.6
"726","R3",26,"S1",8,93.666246314288,7.6
"727","R1",6,"S2",8,5.70924186167974,5.6
"728","R2",6,"S2",8,54.3305269177572,5.6
"729","R3",6,"S2",8,3.48067781256639,5.6
"730","R1",8,"S2",8,0.886111738357697,5.8
"731","R2",8,"S2",8,33.0878224627313,5.8
"732","R3",8,"S2",8,89.334218046342,5.8
"733","R1",10,"S2",8,63.3450243701811,6
"734","R2",10,"S2",8,12.0918348065965,6
"735","R3",10,"S2",8,55.2167953504733,6
"736","R1",12,"S2",8,57.6538914560837,6.2
"737","R2",12,"S2",8,62.8902562890233,6.2
"738","R3",12,"S2",8,21.8292438591161,6.2
"739","R1",14,"S2",8,104.68550608495,6.4
"740","R2",14,"S2",8,80.8402920212236,6.4
"741","R3",14,"S2",8,48.3017986407804,6.4
"742","R1",16,"S2",8,91.263228710528,6.6
"743","R2",16,"S2",8,27.2549533936272,6.6
"744","R3",16,"S2",8,22.9757490855418,6.6
"745","R1",18,"S2",8,252.912600879294,6.8
"746","R2",18,"S2",8,44.8675861723984,6.8
"747","R3",18,"S2",8,25.3464516760363,6.8
"748","R1",20,"S2",8,118.478438536825,7
"749","R2",20,"S2",8,67.6218256314423,7
"750","R3",20,"S2",8,77.7907724614292,7
"751","R1",22,"S2",8,1890.33425534877,7.2
"752","R2",22,"S2",8,122.694862981257,7.2
"753","R3",22,"S2",8,748.924140878254,7.2
"754","R1",24,"S2",8,157.088196695549,7.4
"755","R2",24,"S2",8,233.761927329268,7.4
"756","R3",24,"S2",8,177.481640796319,7.4
"757","R1",26,"S2",8,839.903541388415,7.6
"758","R2",26,"S2",8,1337.17240420466,7.6
"759","R3",26,"S2",8,16.5205163997332,7.6
"760","R1",6,"S3",8,988.454547717463,5.6
"761","R2",6,"S3",8,510.786731157111,5.6
"762","R3",6,"S3",8,287.365219854036,5.6
"763","R1",8,"S3",8,3447.33573424519,5.8
"764","R2",8,"S3",8,453.527115980322,5.8
"765","R3",8,"S3",8,2351.71791185875,5.8
"766","R1",10,"S3",8,7592.85692932947,6
"767","R2",10,"S3",8,12264.5396406258,6
"768","R3",10,"S3",8,1340.88112982907,6
"769","R1",12,"S3",8,10120.8677968696,6.2
"770","R2",12,"S3",8,11599.2429951863,6.2
"771","R3",12,"S3",8,14109.6575784652,6.2
"772","R1",14,"S3",8,263969.43485486,6.4
"773","R2",14,"S3",8,415957.291823624,6.4
"774","R3",14,"S3",8,72035.463759233,6.4
"775","R1",16,"S3",8,228795.105933388,6.6
"776","R2",16,"S3",8,175608.254633676,6.6
"777","R3",16,"S3",8,472188.134753157,6.6
"778","R1",18,"S3",8,113296.561360153,6.8
"779","R2",18,"S3",8,2035953.99525273,6.8
"780","R3",18,"S3",8,133812.845727627,6.8
"781","R1",20,"S3",8,4714266.23419854,7
"782","R2",20,"S3",8,1445584.70207656,7
"783","R3",20,"S3",8,1797796.02830373,7
"784","R1",22,"S3",8,8659829.00396418,7.2
"785","R2",22,"S3",8,7506141.69170544,7.2
"786","R3",22,"S3",8,10888843.1569121,7.2
"787","R1",24,"S3",8,29365504.3439143,7.4
"788","R2",24,"S3",8,61911110.6782698,7.4
"789","R3",24,"S3",8,27878315.0380934,7.4
"790","R1",26,"S3",8,212135821.889719,7.6
"791","R2",26,"S3",8,231899891.523459,7.6
"792","R3",26,"S3",8,23636341.4438614,7.6
"793","R1",6,"S1",9,31.3352936432342,5.6
"794","R2",6,"S1",9,2.14695458011312,5.6
"795","R3",6,"S1",9,2.89697038594395,5.6
"796","R1",8,"S1",9,18.8089165465421,5.8
"797","R2",8,"S1",9,18.9285912322487,5.8
"798","R3",8,"S1",9,7.98341179158783,5.8
"799","R1",10,"S1",9,11.7113519992042,6
"800","R2",10,"S1",9,9.83023531450084,6
"801","R3",10,"S1",9,13.5570078727294,6
"802","R1",12,"S1",9,7.43301492796847,6.2
"803","R2",12,"S1",9,7.76465558065336,6.2
"804","R3",12,"S1",9,16.1572751481391,6.2
"805","R1",14,"S1",9,10.4596234169896,6.4
"806","R2",14,"S1",9,6.07897235536028,6.4
"807","R3",14,"S1",9,5.89820835869343,6.4
"808","R1",16,"S1",9,41.5382517646481,6.6
"809","R2",16,"S1",9,6.18809698302284,6.6
"810","R3",16,"S1",9,37.6715018916451,6.6
"811","R1",18,"S1",9,20.7839040318132,6.8
"812","R2",18,"S1",9,106.024559345359,6.8
"813","R3",18,"S1",9,21.3998115859741,6.8
"814","R1",20,"S1",9,159.690692713685,7
"815","R2",20,"S1",9,23.0800371236089,7
"816","R3",20,"S1",9,23.8121727590175,7
"817","R1",22,"S1",9,10.2775340972161,7.2
"818","R2",22,"S1",9,17.195223390383,7.2
"819","R3",22,"S1",9,6.7126206340843,7.2
"820","R1",24,"S1",9,15.560038204495,7.4
"821","R2",24,"S1",9,43.8088891952239,7.4
"822","R3",24,"S1",9,9.42978968835254,7.4
"823","R1",26,"S1",9,42.7096840029022,7.6
"824","R2",26,"S1",9,59.8237143435575,7.6
"825","R3",26,"S1",9,16.0766688999054,7.6
"826","R1",6,"S2",9,3.94562782143495,5.6
"827","R2",6,"S2",9,8.20485490547197,5.6
"828","R3",6,"S2",9,3.47343907340931,5.6
"829","R1",8,"S2",9,5.10092458553468,5.8
"830","R2",8,"S2",9,5.91389110386276,5.8
"831","R3",8,"S2",9,68.1755415592212,5.8
"832","R1",10,"S2",9,35.637660343396,6
"833","R2",10,"S2",9,50.1915483804527,6
"834","R3",10,"S2",9,27.8743507455653,6
"835","R1",12,"S2",9,33.8647140918763,6.2
"836","R2",12,"S2",9,25.1806358108119,6.2
"837","R3",12,"S2",9,88.312345974965,6.2
"838","R1",14,"S2",9,122.716123199332,6.4
"839","R2",14,"S2",9,132.213368081407,6.4
"840","R3",14,"S2",9,62.4139931817791,6.4
"841","R1",16,"S2",9,13.1791758252244,6.6
"842","R2",16,"S2",9,101.18299978963,6.6
"843","R3",16,"S2",9,21.611922220809,6.6
"844","R1",18,"S2",9,46.8537234249228,6.8
"845","R2",18,"S2",9,64.0556092695118,6.8
"846","R3",18,"S2",9,95.087837411984,6.8
"847","R1",20,"S2",9,101.946382873227,7
"848","R2",20,"S2",9,314.6786988427,7
"849","R3",20,"S2",9,252.840136421865,7
"850","R1",22,"S2",9,132.010624340232,7.2
"851","R2",22,"S2",9,130.37604805194,7.2
"852","R3",22,"S2",9,220.039437129795,7.2
"853","R1",24,"S2",9,198.527201480677,7.4
"854","R2",24,"S2",9,177.9188200179,7.4
"855","R3",24,"S2",9,190.202314707556,7.4
"856","R1",26,"S2",9,845.377679774807,7.6
"857","R2",26,"S2",9,414.255636307676,7.6
"858","R3",26,"S2",9,257.465427006568,7.6
"859","R1",6,"S3",9,392.78765816947,5.6
"860","R2",6,"S3",9,425.674495978579,5.6
"861","R3",6,"S3",9,354.158370928301,5.6
"862","R1",8,"S3",9,1036.50778814371,5.8
"863","R2",8,"S3",9,415.074354704721,5.8
"864","R3",8,"S3",9,1432.58177655595,5.8
"865","R1",10,"S3",9,5017.71908884781,6
"866","R2",10,"S3",9,22551.6797932176,6
"867","R3",10,"S3",9,510.0039649187,6
"868","R1",12,"S3",9,18344.5835028358,6.2
"869","R2",12,"S3",9,3682.23722580522,6.2
"870","R3",12,"S3",9,1914.00007030907,6.2
"871","R1",14,"S3",9,98750.1911587054,6.4
"872","R2",14,"S3",9,44584.4869862908,6.4
"873","R3",14,"S3",9,8322.5908935741,6.4
"874","R1",16,"S3",9,454518.890664733,6.6
"875","R2",16,"S3",9,730831.661762895,6.6
"876","R3",16,"S3",9,10707.4843534331,6.6
"877","R1",18,"S3",9,300639.025690042,6.8
"878","R2",18,"S3",9,1818979.24896315,6.8
"879","R3",18,"S3",9,1640701.46966532,6.8
"880","R1",20,"S3",9,4236171.40400925,7
"881","R2",20,"S3",9,7637556.39647393,7
"882","R3",20,"S3",9,5724937.88439788,7
"883","R1",22,"S3",9,22632801.0879251,7.2
"884","R2",22,"S3",9,10007482.0633477,7.2
"885","R3",22,"S3",9,30244054.4585703,7.2
"886","R1",24,"S3",9,21291977.5612264,7.4
"887","R2",24,"S3",9,82356346.5935484,7.4
"888","R3",24,"S3",9,16185730.0936576,7.4
"889","R1",26,"S3",9,371447074.568454,7.6
"890","R2",26,"S3",9,1334846910.33515,7.6
"891","R3",26,"S3",9,129851994.795616,7.6
"892","R1",6,"S1",10,1.06851290283101,5.6
"893","R2",6,"S1",10,20.9448308207532,5.6
"894","R3",6,"S1",10,20.5019983223546,5.6
"895","R1",8,"S1",10,9.47675975218523,5.8
"896","R2",8,"S1",10,6.4668606170307,5.8
"897","R3",8,"S1",10,38.5498784459371,5.8
"898","R1",10,"S1",10,5.8019124840954,6
"899","R2",10,"S1",10,3.43374838519308,6
"900","R3",10,"S1",10,20.292665399371,6
"901","R1",12,"S1",10,17.2903842344004,6.2
"902","R2",12,"S1",10,16.5892064843747,6.2
"903","R3",12,"S1",10,15.7860713400919,6.2
"904","R1",14,"S1",10,175.000139520598,6.4
"905","R2",14,"S1",10,4.42539585498324,6.4
"906","R3",14,"S1",10,21.8378339660478,6.4
"907","R1",16,"S1",10,7.09099321807963,6.6
"908","R2",16,"S1",10,12.1916023335941,6.6
"909","R3",16,"S1",10,29.7822228335638,6.6
"910","R1",18,"S1",10,19.5806883632926,6.8
"911","R2",18,"S1",10,5.18919646746486,6.8
"912","R3",18,"S1",10,9.53657267464325,6.8
"913","R1",20,"S1",10,4.57336830424634,7
"914","R2",20,"S1",10,65.9862817123395,7
"915","R3",20,"S1",10,5.71534845245399,7
"916","R1",22,"S1",10,76.3860348989993,7.2
"917","R2",22,"S1",10,9.02806640664696,7.2
"918","R3",22,"S1",10,35.6952453347874,7.2
"919","R1",24,"S1",10,10.2016447950083,7.4
"920","R2",24,"S1",10,79.8806968819297,7.4
"921","R3",24,"S1",10,6.40492328711561,7.4
"922","R1",26,"S1",10,21.442675683609,7.6
"923","R2",26,"S1",10,2.83246106598451,7.6
"924","R3",26,"S1",10,25.1964782606624,7.6
"925","R1",6,"S2",10,4.44894087345496,5.6
"926","R2",6,"S2",10,12.5977857566581,5.6
"927","R3",6,"S2",10,26.8680602104655,5.6
"928","R1",8,"S2",10,49.7611537904482,5.8
"929","R2",8,"S2",10,50.1461027351785,5.8
"930","R3",8,"S2",10,4.41150624781899,5.8
"931","R1",10,"S2",10,50.0116968283946,6
"932","R2",10,"S2",10,46.6653751625696,6
"933","R3",10,"S2",10,48.3173924132479,6
"934","R1",12,"S2",10,7.25265823639948,6.2
"935","R2",12,"S2",10,35.8239756205572,6.2
"936","R3",12,"S2",10,43.606180609521,6.2
"937","R1",14,"S2",10,36.4331124365179,6.4
"938","R2",14,"S2",10,185.891534681879,6.4
"939","R3",14,"S2",10,41.8875351534447,6.4
"940","R1",16,"S2",10,38.4558112682618,6.6
"941","R2",16,"S2",10,2.86601381777538,6.6
"942","R3",16,"S2",10,50.396395799816,6.6
"943","R1",18,"S2",10,122.096232883549,6.8
"944","R2",18,"S2",10,166.069105148857,6.8
"945","R3",18,"S2",10,109.203263529438,6.8
"946","R1",20,"S2",10,73.9821523085416,7
"947","R2",20,"S2",10,80.6942550221166,7
"948","R3",20,"S2",10,88.0474979822199,7
"949","R1",22,"S2",10,112.324016270309,7.2
"950","R2",22,"S2",10,366.22034810227,7.2
"951","R3",22,"S2",10,95.9366970739223,7.2
"952","R1",24,"S2",10,383.600271477079,7.4
"953","R2",24,"S2",10,194.044894403724,7.4
"954","R3",24,"S2",10,426.036534346592,7.4
"955","R1",26,"S2",10,517.612410136563,7.6
"956","R2",26,"S2",10,1573.46731353699,7.6
"957","R3",26,"S2",10,69.7760688216479,7.6
"958","R1",6,"S3",10,387.388208323654,5.6
"959","R2",6,"S3",10,209.779343335617,5.6
"960","R3",6,"S3",10,367.189716011443,5.6
"961","R1",8,"S3",10,495.981330736708,5.8
"962","R2",8,"S3",10,975.534746868993,5.8
"963","R3",8,"S3",10,303.445399888848,5.8
"964","R1",10,"S3",10,3148.74248186923,6
"965","R2",10,"S3",10,4933.77657468261,6
"966","R3",10,"S3",10,5001.30898345742,6
"967","R1",12,"S3",10,8661.07074885408,6.2
"968","R2",12,"S3",10,21964.6668598061,6.2
"969","R3",12,"S3",10,5213.30004308266,6.2
"970","R1",14,"S3",10,95702.7619862624,6.4
"971","R2",14,"S3",10,29687.1795122669,6.4
"972","R3",14,"S3",10,35606.7978176237,6.4
"973","R1",16,"S3",10,233790.077169255,6.6
"974","R2",16,"S3",10,167870.577683087,6.6
"975","R3",16,"S3",10,276936.775742866,6.6
"976","R1",18,"S3",10,253087.585242582,6.8
"977","R2",18,"S3",10,255605.457512078,6.8
"978","R3",18,"S3",10,1025637.32650365,6.8
"979","R1",20,"S3",10,11793394.0071013,7
"980","R2",20,"S3",10,2695474.97000864,7
"981","R3",20,"S3",10,18579890.0462748,7
"982","R1",22,"S3",10,5410419.63803821,7.2
"983","R2",22,"S3",10,14267823.2703979,7.2
"984","R3",22,"S3",10,7258639.04070209,7.2
"985","R1",24,"S3",10,20067565.8146201,7.4
"986","R2",24,"S3",10,102843698.299103,7.4
"987","R3",24,"S3",10,27445579.0797906,7.4
"988","R1",26,"S3",10,100928228.611414,7.6
"989","R2",26,"S3",10,275853763.49766,7.6
"990","R3",26,"S3",10,9636846127.85762,7.6
